frozenset({'soda', 'misc. beverages'}),	0.007320793085917641
frozenset({'frozen vegetables', 'sausage'}),	0.005998983223182512
frozenset({'pork', 'butter'}),	0.005490594814438231
frozenset({'whipped/sour cream', 'waffles'}),	0.005083884087442806
frozenset({'other vegetables', 'hygiene articles'}),	0.009557702084392475
frozenset({'butter milk', 'rolls/buns'}),	0.007625826131164209
frozenset({'fruit/vegetable juice', 'brown bread'}),	0.008337569903406202
frozenset({'rolls/buns', 'margarine'}),	0.014743263853584139
frozenset({'frozen vegetables', 'root vegetables'}),	0.011591255719369599
frozenset({'butter', 'yogurt'}),	0.014641586171835282
frozenset({'rolls/buns', 'whole milk'}),	0.05663446873411286
frozenset({'pork', 'pip fruit'}),	0.006100660904931368
frozenset({'bottled water', 'sausage'}),	0.011997966446365024
frozenset({'cream cheese ', 'tropical fruit'}),	0.007219115404168785
frozenset({'onions', 'soda'}),	0.0052872394509405184
frozenset({'frozen vegetables', 'domestic eggs'}),	0.005185561769191663
frozenset({'bottled beer', 'rolls/buns'}),	0.01362480935434672
frozenset({'other vegetables', 'hard cheese'}),	0.00945602440264362
frozenset({'whole milk', 'pastry'}),	0.033248601931875954
frozenset({'frozen vegetables', 'frankfurter'}),	0.005083884087442806
frozenset({'whole milk', 'chicken'}),	0.01759023894255211
frozenset({'citrus fruit', 'yogurt'}),	0.021657346212506354
frozenset({'other vegetables', 'specialty bar'}),	0.005592272496187087
frozenset({'fruit/vegetable juice', 'sausage'}),	0.010066090493136757
frozenset({'cream cheese ', 'pip fruit'}),	0.006100660904931368
frozenset({'chocolate', 'root vegetables'}),	0.006405693950177936
frozenset({'beef', 'tropical fruit'}),	0.007625826131164209
frozenset({'soda', 'pastry'}),	0.021047280122013217
frozenset({'coffee', 'whipped/sour cream'}),	0.006100660904931368
frozenset({'soda', 'ice cream'}),	0.006100660904931368
frozenset({'rolls/buns', 'specialty bar'}),	0.005592272496187087
frozenset({'whole milk', 'salty snack'}),	0.011184544992374174
frozenset({'other vegetables', 'sliced cheese'}),	0.009049313675648195
frozenset({'whole milk', 'chocolate'}),	0.016675139806812404
frozenset({'whipped/sour cream', 'frankfurter'}),	0.0062023385866802234
frozenset({'rolls/buns', 'sugar'}),	0.007015760040671073
frozenset({'salty snack', 'pastry'}),	0.005185561769191663
frozenset({'citrus fruit', 'berries'}),	0.005388917132689374
frozenset({'rolls/buns', 'domestic eggs'}),	0.015658362989323844
frozenset({'newspapers', 'sausage'}),	0.008032536858159633
frozenset({'other vegetables', 'detergent'}),	0.006405693950177936
frozenset({'beef', 'fruit/vegetable juice'}),	0.005083884087442806
frozenset({'tropical fruit', 'chocolate'}),	0.00813421453990849
frozenset({'shopping bags', 'brown bread'}),	0.009252669039145907
frozenset({'whole milk', 'cake bar'}),	0.005592272496187087
frozenset({'meat', 'yogurt'}),	0.0052872394509405184
